"ID","MonthlyIncome"
1,5788.75607986883
2,18814.744206558
3,8893.31220403768
4,8892.71928690809
5,2643.51122536208
6,8677.42512418597
7,2667.92627613622
8,5873.74391681852
9,2362.54081792898
10,5980.82512837584
11,18889.7161594123
12,2558.54704998825
13,9100.37734600802
14,2362.54081792898
15,2836.93418129819
16,5923.07178467338
17,6069.22942722805
18,5955.41249383864
19,2671.84050434531
20,6096.56317359816
21,6194.7211430013
22,6064.22246443289
23,5336.56747059787
24,5887.41181557854
25,5817.68032713158
26,18674.7787250363
27,5948.48441921057
28,5690.10034415913
29,9008.95509843697
30,2622.51263649045
31,5724.76683179077
32,2517.32860351696
33,16161.324535579
34,2465.07998891622
35,6004.7403616935
36,2306.84494849417
37,9165.26492472626
38,6261.5339358523
39,19852.8519471984
40,2454.36362983364
41,16581.360112955
42,5600.32196346622
43,2976.93427589705
44,19256.5034872746
45,2428.61762697357
46,2635.05771396552
47,5972.39965252823
48,8571.34149639171
49,2313.21295007413
50,2696.75332142601
51,2802.24198094076
52,19395.9294176522
53,2876.98248333281
54,5159.25905543696
55,5951.00255047292
56,2278.51566951094
57,2746.08118928087
58,2521.73854688268
59,13023.9326231096
60,2387.45363500969
61,8941.54938845638
62,8726.75299204083
63,2429.45081275293
64,2407.61903810194
65,2194.52131402445
66,2611.26771816976
67,6090.34857809591
68,2303.42848659165
69,2622.51263649045
70,3172.45192415537
71,3024.46626944088
72,5715.01316123983
73,5976.41108271027
74,2441.16065329871
75,8745.2334496501
76,5410.31038922687
77,8798.47554571403
78,15795.9605532431
79,9482.73053818349
80,2194.52131402445
81,6350.03543667747
82,6250.38621950456
83,6079.48086408554
84,5796.80230025619
85,6282.6317778468
86,12698.1149467524
87,6292.28619527485
88,2335.1742274774
89,8546.428679311
90,18707.5179473853
91,2194.52131402445
92,8609.92221223243
93,2490.48852115356
94,5990.07898147028
95,19123.1833150831
96,6569.74364506516
97,16034.8352360427
98,6448.69117238717
99,2285.84635962255
100,2433.8299631871
101,2352.7563544465
102,8886.38412940961
103,5743.34244022306
104,2597.59981940975
105,16836.5658733925
106,2341.51143612581
107,5848.43258655413
108,19739.035013809
109,6127.81319932727
110,2573.1847686356
111,2498.94408370004
112,16534.4949592271
113,9394.41933900438
114,6399.36330453232
115,6045.64685600059
116,8514.18517211868
117,5722.34385135144
118,5350.23331820796
119,2847.15990542989
120,6088.73676832991
121,12692.3054468857
122,2380.12294489808
123,9107.11306784012
124,5732.09752190237
125,5717.43614167916
126,5717.43614167916
127,2852.0696662521
128,5951.50031677948
129,5989.20401085339
130,12129.0071335256
131,5717.43614167916
132,5760.4268008856
133,5842.09537790572
134,5980.32531091935
135,5385.8932873028
136,5881.17386005301
137,2194.52131402445
138,9265.44531023512
139,2532.98346520337
140,8807.72939880848
141,12950.1638643054
142,2499.4418500066
143,8849.82377852468
144,5796.08676998044
145,6397.44219269941
146,5619.77388743265
147,2657.17912412209
148,5866.91099301348
149,2409.41491241296
150,5906.08462598379
151,5891.32604378762
152,5745.76542066239
153,5993.40029254978
154,6120.9782243723
155,2219.43413110516
156,5669.59952159407
157,6060.31028737373
158,12371.8952976573
159,9266.43879169832
160,13327.2305203503
161,5509.95960639977
162,8670.09443407437
163,5743.34244022306
164,5640.98818912354
165,8762.31781031263
166,2355.21012781737
167,16437.5288848881
168,15489.0544773252
169,5986.78308156399
170,2776.83344870342
171,5948.48441921057
172,5820.22181841721
173,9756.30100834432
174,8542.51445110192
175,16206.3062600117
176,2499.4418500066
177,19196.4284674056
178,2671.84050434531
179,8596.25431347241
180,5872.75043535532
181,9182.94425366832
182,5848.33538458118
183,3263.77491860354
184,8843.98433618283
185,2341.51143612581
186,2540.94126144329
187,5757.10754095603
188,16202.8218958658
189,19170.2886672495
190,5612.44319732104
191,5516.92392117649
192,8712.98789130786
193,6320.71267623104
194,6120.88307354927
195,2650.84191547368
196,2456.9469059568
197,2553.48428776843
198,12122.6699248772
199,9233.70162049929
200,2194.52131402445
201,12157.8321276655
202,5442.68323624092
203,6223.55023944102
204,2777.33121500998
205,2577.43441631749
206,2948.30242152249
207,5764.34102909469
208,6448.69117238717
209,2795.40905713572
210,8669.49946579485
211,11956.2079148533
212,18636.6937243522
213,2604.93050952135
214,5948.08180372704
215,2650.84191547368
216,2770.49624005501
217,6498.01904024202
218,16389.4300512585
219,2540.94126144329
220,2795.40905713572
221,5686.6838822566
222,5725.76031325397
223,5792.67030807792
224,2456.9469059568
225,2815.90987970078
226,2563.73572462593
227,2194.52131402445
228,2598.09758571631
229,5619.77388743265
230,12393.325801742
231,5923.17103779625
232,2405.03576197879
233,12371.3023805277
234,6126.72046474119
235,15796.9560858562
236,9190.17979295689
237,18987.8741288154
238,5358.68888075443
239,2681.6178364721
240,12991.1934007607
241,8798.07498138043
242,19186.1770305481
243,2590.26912929814
244,2602.3472333982
245,6071.65035651745
246,2454.82855205873
247,8765.83147418811
248,2454.36362983364
249,5786.05309709213
250,15936.6793177895
251,2194.52131402445
252,5872.75043535532
253,2456.9469059568
254,2516.05210593845
255,13002.9360853879
256,2721.16837220016
257,2405.03576197879
258,5817.08535885206
259,8744.73363219361
260,2433.8299631871
261,2461.19655363869
262,2751.92063162271
263,2426.4992730755
264,2404.53799567222
265,2409.41491241296
266,2356.17281634902
267,15821.1814710056
268,2194.52131402445
269,5877.25963184392
270,5898.75393587219
271,5898.65878504916
272,5666.40082366073
273,5451.84264474502
274,5965.06896241662
275,19334.86091632
276,19525.1369480336
277,2474.5290329259
278,2415.75212106137
279,5690.10034415913
280,5775.68314938833
281,5945.06795730805
282,2699.97869471315
283,6117.06399616322
284,5946.99112029088
285,2887.25553061625
286,5608.11962695284
287,2456.9469059568
288,2261.4313088484
289,8592.34008526333
290,2404.53799567222
291,2483.15783104196
292,5257.91479114666
293,2667.92627613622
294,12815.876050826
295,16316.1848989361
296,2384.99986163881
297,5873.34540363484
298,5215.91761340342
299,2573.1847686356
300,2647.42545357116
301,6011.97590098208
302,8518.09940032777
303,2770.49624005501
304,5471.01251522416
305,2752.91411308591
306,2402.58198860791
307,2539.81638900842
308,2703.58624523106
309,6399.86312198881
310,5644.68670451336
311,5669.81523441333
312,12045.112031162
313,2728.99887976825
314,6103.3960974032
315,5965.56672872318
316,5724.76683179077
317,2577.43441631749
318,5775.68314938833
319,5785.33961796631
320,2428.61762697357
321,2335.1742274774
322,2873.56602143029
323,2815.90987970078
324,5968.20542198177
325,12286.9074607076
326,2456.9469059568
327,18810.3322120424
328,5616.57313834939
329,5992.62047275591
330,16085.1366214046
331,16438.7558679634
332,8964.04127624769
333,2668.42404244278
334,8652.51230710527
335,19573.9670495819
336,5743.06243788569
337,5669.10175528751
338,5842.09537790572
339,5725.76031325397
340,2194.52131402445
341,2703.58624523106
342,2237.01625807426
343,8819.07151910212
344,2456.9469059568
345,5788.75607986883
346,12099.2524578661
347,5800.09820016248
348,5817.68032713158
349,2703.58624523106
350,12680.0350534768
351,13154.8339171616
352,5948.48441921057
353,5993.61395421911
354,5997.90743788845
355,9592.63119221389
356,5953.82609524585
357,2668.92180874935
358,2700.16978332854
359,6001.82371724746
360,2871.94543383878
361,19797.188921845
362,2362.54081792898
363,19123.1415302456
364,18839.1592573321
365,19148.0981833138
366,12824.5070443158
367,5523.13179000315
368,6069.1322252551
369,2598.09758571631
370,5499.34179420739
371,5722.4410533244
